18:26:15.269 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
18:26:15.298 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
18:26:15.314 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
18:26:15.314 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
18:26:15.315 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00003CE0 (PID-specific).
18:26:15.315 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00003CE0 (PID-specific) has no value.
18:26:15.315 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
18:26:15.360 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=46ms
18:26:15.361 |V| JetEnvironment                | :1                 | HostInit phase completed.
18:26:15.361 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
18:26:15.375 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\bharg\OneDrive\Documents\GitHub\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
18:26:15.394 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\bharg\OneDrive\Documents\GitHub\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
