21:20:25.943 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
21:20:26.393 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
21:20:26.695 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
21:20:26.695 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
21:20:26.697 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00000B70 (PID-specific).
21:20:26.697 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00000B70 (PID-specific) has no value.
21:20:26.697 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
21:20:27.502 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=966ms
21:20:27.502 |V| JetEnvironment                | :1                 | HostInit phase completed.
21:20:27.502 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
21:20:27.796 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\KALAN\Desktop\GameJam3\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
21:20:28.111 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\KALAN\Desktop\GameJam3\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
