19:10:37.718 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
19:10:37.728 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
19:10:37.734 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
19:10:37.734 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
19:10:37.734 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00008978 (PID-specific).
19:10:37.734 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00008978 (PID-specific) has no value.
19:10:37.734 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
19:10:37.753 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=20ms
19:10:37.753 |V| JetEnvironment                | :1                 | HostInit phase completed.
19:10:37.753 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
19:10:37.759 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
19:10:37.763 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
