11:59:23.015 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
11:59:23.026 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
11:59:23.035 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
11:59:23.035 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
11:59:23.035 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_000083E8 (PID-specific).
11:59:23.035 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_000083E8 (PID-specific) has no value.
11:59:23.035 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
11:59:23.138 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=106ms
11:59:23.138 |V| JetEnvironment                | :1                 | HostInit phase completed.
11:59:23.138 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
11:59:23.148 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
11:59:23.157 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
