16:25:35.771 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:25:35.823 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
16:25:35.844 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
16:25:35.844 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
16:25:35.844 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_0000471C (PID-specific).
16:25:35.844 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_0000471C (PID-specific) has no value.
16:25:35.844 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
16:25:35.956 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=119ms
16:25:35.956 |V| JetEnvironment                | :1                 | HostInit phase completed.
16:25:35.956 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
16:25:35.980 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\bharg\OneDrive\Documents\GitHub\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
16:25:36.006 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\bharg\OneDrive\Documents\GitHub\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
