20:36:32.319 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
20:36:32.330 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
20:36:32.336 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
20:36:32.336 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
20:36:32.336 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00007034 (PID-specific).
20:36:32.336 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00007034 (PID-specific) has no value.
20:36:32.336 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
20:36:32.356 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=21ms
20:36:32.356 |V| JetEnvironment                | :1                 | HostInit phase completed.
20:36:32.356 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
20:36:32.363 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
20:36:32.368 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
