16:26:41.030 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:26:41.083 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
16:26:41.108 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
16:26:41.108 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
16:26:41.109 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00004A60 (PID-specific).
16:26:41.109 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00004A60 (PID-specific) has no value.
16:26:41.109 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
16:26:41.184 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=79ms
16:26:41.184 |V| JetEnvironment                | :1                 | HostInit phase completed.
16:26:41.184 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
16:26:41.203 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\bharg\OneDrive\Documents\GitHub\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
16:26:41.217 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\bharg\OneDrive\Documents\GitHub\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
