14:51:58.763 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
14:51:58.774 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
14:51:58.779 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
14:51:58.779 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
14:51:58.779 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00007FB4 (PID-specific).
14:51:58.779 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00007FB4 (PID-specific) has no value.
14:51:58.779 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
14:51:58.799 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=20ms
14:51:58.799 |V| JetEnvironment                | :1                 | HostInit phase completed.
14:51:58.799 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
14:51:58.804 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin.
14:51:58.810 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Luke\Downloads\Jam3\jam3\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
